dataTime,locType,longitude,latitude,heading,accuracy,speed,distance,isBackForeground,stepType,altitude
1668528129,1,121.891197,30.903988,0.000000,29.622456,0.066008,0.000000,0,1,3.464878
1668549277,1,121.890412,30.902828,0.000000,14.531957,0.119722,0.000000,0,1,3.358133
1668550232,1,121.889663,30.902405,0.000000,13.484421,0.114385,0.000000,0,1,3.572760
1668577907,1,121.888542,30.902463,0.000000,4.856393,0.000000,0.000000,0,1,4.301188
1668579551,1,121.887672,30.905072,0.000000,20.327893,0.000000,0.000000,0,1,5.033255
1668581446,1,121.888017,30.905020,0.000000,35.000000,0.000000,0.000000,0,1,8.180912
1668589773,1,121.886293,30.904585,0.000000,0.000000,-1.000000,0.000000,0,1,0.000000
1668691653,1,121.888170,30.902355,0.000000,0.000000,-1.000000,0.000000,0,1,0.000000
1668692231,1,121.888146,30.902364,0.000000,0.000000,-1.000000,0.000000,0,1,0.000000
1668719414,1,121.888245,30.902313,0.000000,58.666667,0.000000,0.000000,0,1,7.611747
1668724046,1,121.892668,30.905180,0.000000,0.000000,-1.000000,0.000000,0,1,0.000000
1668724624,1,121.890397,30.904628,0.000000,8.307391,0.364315,0.000000,0,1,3.764998
1668724809,1,121.889497,30.903672,0.000000,11.539552,0.000000,0.000000,0,1,3.899212
1668764312,1,121.885482,30.902899,0.000000,0.000000,-1.000000,0.000000,0,1,0.000000
1668839288,1,121.889922,30.903283,0.000000,64.088082,0.000000,0.000000,0,1,2.338217
1668909629,1,121.890970,30.904353,0.000000,6.109366,0.552707,0.000000,0,1,3.802261
1668909867,1,121.889725,30.904105,0.000000,52.331138,0.000000,0.000000,0,1,5.073479
1668909962,1,121.889725,30.904072,0.000000,52.331138,0.000000,0.000000,0,1,6.890742
1668913450,1,121.889947,30.903538,0.000000,76.000000,0.000000,0.000000,0,1,5.492735
1668917015,1,121.889362,30.904911,0.000000,0.000000,-1.000000,0.000000,0,1,0.000000
1668921926,1,121.889708,30.904000,0.000000,9.748874,0.007923,0.000000,0,1,3.955350
1668932290,1,121.886457,30.902165,0.000000,0.000000,-1.000000,0.000000,0,1,0.000000
1668943755,1,121.892730,30.904745,0.000000,14.106767,0.056099,0.000000,0,1,6.183683
1668968408,1,121.889694,30.904326,0.000000,0.000000,-1.000000,0.000000,0,1,0.000000
1669100247,1,121.889612,30.902600,0.000000,35.000000,0.000000,0.000000,0,1,5.092872
1669103415,1,121.887556,30.903919,0.000000,0.000000,-1.000000,0.000000,0,1,0.000000
1669103651,1,121.887634,30.903595,0.000000,0.000000,-1.000000,0.000000,0,1,0.000000
1669104086,1,121.886008,30.902130,0.000000,10.364496,0.021044,0.000000,0,1,6.078897
1669113269,1,121.888275,30.904117,0.000000,4.734893,0.000000,0.000000,0,1,7.130642
1669104733,1,121.887030,30.903233,0.000000,35.000000,0.000000,0.000000,0,1,7.912372
1669104731,1,121.887030,30.903233,0.000000,35.000000,0.000000,0.000000,0,1,7.912372
1669104732,1,121.887030,30.903233,0.000000,35.000000,0.000000,0.000000,0,1,7.912372
1669184650,1,121.885642,30.902342,0.000000,4.876864,0.000000,0.000000,0,1,5.362912
1669200649,1,121.901720,30.900408,0.000000,8.452153,0.039239,0.000000,0,1,4.612791
1669364724,1,121.889463,30.902570,0.000000,0.000000,-1.000000,0.000000,0,1,0.000000
1669435730,1,121.889283,30.902558,0.000000,40.000000,0.000000,0.000000,0,1,5.691138
1669447495,1,121.886270,30.902888,0.000000,6.040822,0.000000,0.000000,0,1,5.897793
1669448477,1,121.887450,30.902950,0.000000,3.535534,0.000000,0.000000,0,1,1.210232
1669460051,1,121.885462,30.903208,0.000000,33.722118,0.099427,0.000000,0,1,5.444559
1669539189,1,121.889313,30.902395,0.000000,27.064983,0.125739,0.000000,0,1,5.542898
1669641506,1,121.886025,30.902987,0.000000,41.000000,0.000000,0.000000,0,1,7.176319
1669641511,1,121.886025,30.902987,0.000000,41.000000,0.000000,0.000000,0,1,7.176319
1669641528,1,121.886033,30.902983,0.000000,47.000000,0.000000,0.000000,0,1,7.283093
1669645150,1,121.883483,30.905072,0.000000,5.193747,0.000000,0.000000,0,1,4.581374
1669716191,1,121.889030,30.905347,0.000000,432.594505,0.000000,0.000000,0,1,8.895665
1669726538,1,121.888183,30.902287,0.000000,35.000000,0.000000,0.000000,0,1,7.608003
1669731035,1,121.888253,30.902303,0.000000,35.000000,0.000000,0.000000,0,1,6.564549
1669731045,1,121.888213,30.902297,0.000000,35.000000,0.000000,0.000000,0,1,7.531850
1669783333,1,121.889695,30.902442,0.000000,35.000000,0.000000,0.000000,0,1,4.773469
1669787673,1,121.887475,30.902903,0.000000,51.000000,0.000000,0.000000,0,1,7.920026
1669792772,1,121.902062,30.895980,0.000000,35.000000,0.000000,0.000000,0,1,5.477696
1669794633,1,121.902070,30.896155,0.000000,35.000000,0.000000,0.000000,0,1,5.566383
1669796154,1,121.901764,30.895380,0.000000,0.000000,-1.000000,0.000000,0,1,0.000000
1669982012,1,121.885637,30.902900,0.000000,5.659651,0.006318,0.000000,0,1,6.313023
1669983271,1,121.885978,30.903100,0.000000,47.000000,0.000000,0.000000,0,1,6.090325
1670127500,1,121.460342,31.255517,0.000000,35.000000,0.000000,0.000000,0,1,11.295054
1670127519,1,121.460420,31.255397,0.000000,35.000000,0.000000,0.000000,0,1,11.571778
1670127520,1,121.460420,31.255397,0.000000,35.000000,0.000000,0.000000,0,1,11.571778
1670138394,1,121.467203,31.244521,0.000000,0.000000,-1.000000,0.000000,0,1,0.000000
1670139415,1,121.455855,31.215383,0.000000,14.178272,0.000000,0.000000,0,1,2.624132
1670151131,1,121.463338,31.206878,0.000000,22.838582,0.244444,0.000000,0,1,12.597473
1670154136,1,121.464303,31.209083,0.000000,35.000000,0.000000,0.000000,0,1,22.465334
1670154373,1,121.464325,31.209087,0.000000,35.000000,0.000000,0.000000,0,1,23.055363
1670314449,1,121.886995,30.905408,0.000000,20.164838,0.009316,0.000000,0,1,5.858339
1670314890,1,121.888603,30.905033,0.000000,12.335545,0.012445,0.000000,0,1,4.283754
1670316281,1,121.887022,30.905315,0.000000,0.000000,-1.000000,0.000000,0,1,0.000000
1670316342,1,121.887008,30.905355,0.000000,10.499258,0.000000,0.000000,0,1,5.493509
1670316617,1,121.887787,30.904987,0.000000,11.761188,0.000000,0.000000,0,1,5.157116
1670316843,1,121.887108,30.904622,0.000000,52.459974,0.578563,0.000000,0,1,5.033155
1670387817,1,121.889092,30.905053,0.000000,19.944278,0.190535,0.000000,0,1,4.305480
1670562994,1,121.890280,30.902378,0.000000,5.028585,0.000000,0.000000,0,1,1.475440
1670579103,1,121.889197,30.905117,0.000000,5.109635,0.000000,0.000000,0,1,4.544074
1670671937,1,121.901947,30.895247,0.000000,35.000000,0.000000,0.000000,0,1,4.942007
1670672636,1,121.901900,30.895120,0.000000,35.000000,0.000000,0.000000,0,1,5.017503
1670672640,1,121.901917,30.895095,0.000000,35.000000,0.000000,0.000000,0,1,4.739588
1670688174,1,121.845362,30.870597,0.000000,35.000000,0.000000,0.000000,0,1,4.777470
1670700724,1,121.901870,30.895138,0.000000,35.000000,0.000000,0.000000,0,1,4.807409
1670700761,1,121.901871,30.895075,0.000000,0.000000,-1.000000,0.000000,0,1,0.000000
1670978934,1,121.507042,31.183547,0.000000,35.000000,0.000000,0.000000,0,1,8.049294
1670991212,1,121.507172,31.183672,0.000000,35.000000,0.000000,0.000000,0,1,8.344430
1671351804,1,121.507562,31.183213,0.000000,7.495087,0.000000,0.000000,0,1,8.424656
1671524288,1,121.506295,31.182420,0.000000,19.635942,0.043972,0.000000,0,1,6.766233
1671659009,1,121.507508,31.183217,0.000000,67.844874,0.000000,0.000000,0,1,8.554540
1672822171,1,121.505705,31.182755,0.000000,14.242216,0.000000,0.000000,0,1,6.353393
1674476247,1,112.000344,27.731050,0.000000,35.000000,0.000000,0.000000,0,1,124.155975
1674532590,1,112.956512,28.195575,0.000000,14.658758,0.159321,0.000000,0,1,38.989039
1674533770,1,112.956572,28.184750,0.000000,12.562221,0.065799,0.000000,0,1,38.992643
1674535180,1,112.955278,28.170238,0.000000,14.272772,0.000000,0.000000,0,1,37.510191
1674550408,1,112.863021,28.260445,0.000000,0.000000,-1.000000,0.000000,0,1,0.000000
